Date,Time,Views,Likes,Comments,Caption,Hashtags
17-02-2020,13:05:00,28601,6490,117,"Did You Know 📱 .
.
.
.
.
.
.
.
.
.
#iPhone #iPhone11ProMax #Smartphones #Gadgets #technology #Tech #Phone #India #Glass #iphonebreak #Delhi #TechYoutuber #Gadgets #TechnologyGyan #manojsaru","#iPhone, #iPhone11ProMax, #Smartphones, #Gadgets, #technology, #Tech, #Phone, #India, #Glass, #iphonebreak, #Delhi, #TechYoutuber, #Gadgets, #TechnologyGyan, #manojsaru"
17-02-2020,09:50:12,21073,5092,277,"#GiveawayUpdates : Link Aapko Bio Aur Story pe Mil jayega .
.
.
.
.
#Tech #Giveaway #ManojSaru #TechnologyGyan #smartphone","#GiveawayUpdates, #Tech, #Giveaway, #ManojSaru, #TechnologyGyan, #smartphone"
10-02-2020,14:52:55,0,10052,216,"#Shocked: AajKal ₹8000 K Phone Bhi Badiya Photo Lete Hai 😳 Bas Background Black & White Kiya Hai 📱
.
.
.
.
.
.
#mobilephotography #mobilephoto #Gadgets #Tech #TechnologyGyan #ManojSaru #Delhi #smartphone","#Shocked, #mobilephotography, #mobilephoto, #Gadgets, #Tech, #TechnologyGyan, #ManojSaru, #Delhi, #smartphone"
06-02-2020,07:32:06,0,13362,450,"#IndoWesternLook : Kaisa Lag raha hu BhaiLog 😬😬
.
.
.
.
.
.
.
#look #indowesternwear #MenStyle #Fashion #Style #Delhi #Indian #ManojSaru #photography","#IndoWesternLook, #look, #indowesternwear, #MenStyle, #Fashion, #Style, #Delhi, #Indian, #ManojSaru, #photography"
28-01-2020,13:19:35,0,8956,185,"Trend 🤪#dollyparton .
.
.
.
.
.
.
. .
#Trend #dollyparton #dollypartonmemechallenge #dollypartonchallenge😂 #Youtuber #Meme","#dollyparton, #Trend, #dollyparton, #dollypartonmemechallenge, #dollypartonchallenge, #Youtuber, #Meme"
24-01-2020,12:28:36,0,9308,113,"Kisi Ne Khub kaha hai Zindagi badi honi chahiye ... lambi nahi 😊
.
.
.
.
.
.
.
.
.
.
.

#blogger #Technology #Youtuber #delhiinfluencer #India #Delhi #techyoutuber","#blogger, #Technology, #Youtuber, #delhiinfluencer, #India, #Delhi, #techyoutuber"
18-01-2020,06:26:12,0,10150,215,"Die with memories not dreams 🔥 .
.
.
.
.
.
.
#Tech #Technology #influencer #Gadgets #Youtubers #Delhi #quotes #indianyoutuber #delhigram","#Tech, #Technology, #influencer, #Gadgets, #Youtubers, #Delhi, #quotes, #indianyoutuber, #delhigram"
14-01-2020,08:29:48,0,10512,183,"काम वो करो जिसमें तुम्हे मजा आये फिर काम काम नहीं लगेगा #keeplearning & #KeepGrowing 😊
.
.
.
.
.
.
.
.
.
#Tech #Quotes #Technology #LifeStyle #Blogger #TechnologyGyan #ManojSaru #photography","#keeplearning, #KeepGrowing, #Tech, #Quotes, #Technology, #LifeStyle, #Blogger, #TechnologyGyan, #ManojSaru, #photography"
10-01-2020,11:40:09,0,11036,202,"Always Remember The more you open your heart to others, the More Your Life Becomes Joyful 🤗🤗Stay Happy Be Positive ✌🏻
.
.
.
.
.
.
.
.
#Tech #Technology #Gadgets #Smartphones #Travel #Joy #TechnologyGyan #India #Youtuber #geek","#Tech, #Technology, #Gadgets, #Smartphones, #Travel, #Joy, #TechnologyGyan, #India, #Youtuber, #geek"
31-12-2019,18:57:47,0,9791,250,"‪Years come and go, but this Year was phenomenal Year For Me & My Gyan Family Lets Welcome a new Year #HappyNewYear Guys🤗🤗 Stay Happy Stay Healthy Love You Guys, Best Wishes for 2020 ❤️ Have a great year ahead 🤗🤗‬ Kuch Naya Dekhne ko Milega 2020 Mein Ab👨🏻‍💻👨🏻‍💻❤️❤️",#HappyNewYear
25-12-2019,13:11:18,0,11380,313,"Pahadi Kauthik (Mela) 🙏
.
.
.
.
.
.
.
#kothik #pahadi #KothikMela #indrapuram #ManojSaru #TechnologyGyan #uttarakhand #gadwali #kumauni","#kothik, #pahadi, #KothikMela, #indrapuram, #ManojSaru, #TechnologyGyan, #uttarakhand, #gadwali, #kumauni"
23-12-2019,07:24:51,0,11312,366,"Simple & Sakt Ladka😅😬😁
.
.
.
.
.
.
#Tech #Technology #Smartphones #ManojSaru #TechnologyGyan #Gadgets #Delhi ##delhiinfluencer","#Tech, #Technology, #Smartphones, #ManojSaru, #TechnologyGyan, #Gadgets, #Delhi, #delhiinfluencer"
16-12-2019,07:17:14,0,22850,11962,"Giving Away 20 Smartphones #5MillionCelebration 🎁🎁 Terms & Conditions of the Giveaway :

1. The 20 Smartphones Giveaway is divided into five Part : 5(Youtube) , 4(Instagram) , 4(Twitter) , 4(Facebook) , 3(Special Giveaway) You Can Participate in all Platform. 
2. Giveaway Starts on 16Dec & Ends on 16Jan 2020 we will Only Announce the Result Once we Hit 100K instagram & Twitter Followers So Make Sure to follow us.

3. Like this Post & Follow our both Instagram Handles : @ManojSaru & @technologygyanco also follow us on twitter instagram Youtube

4.  just one Comment & alteast Mention Your 3 Friends 
5. The Winner will be chosen Randomly & Winner has to respond within 3 Days of the winner Announcement. if he or she does not respons we will choose a new Winner.

6. The Smartphone will be dispatch within 3-4 weeks of winner announcement

7.  This giveaway is only For Indian & we reserve the right to make any changes to this giveaway. ——#TechnologyGyan——- #Giveaway #Tech #Technology #Gadgets #Smartphones #TechnologyGyan #manojsaru","#5MillionCelebration, #TechnologyGyan, #Giveaway, #Tech, #Technology, #Gadgets, #Smartphones, #TechnologyGyan, #manojsaru"
10-12-2019,10:53:18,0,6718,350,‪Wooohhhoooo We Did it Finally in Top Tech Creators List Thank You All 😍😍 Thanks @YouTubeIndia  Dil Se Sukriya Sabhi Logo ka Jo Support karte LoveYouAll 😘😘😘,
10-12-2019,10:33:09,0,8048,126,Black 🖤,
08-12-2019,13:24:48,0,7400,213,Be simple enough to feel the true joy of life 🤗,
03-12-2019,10:57:31,0,8220,268,🖤,
30-11-2019,12:53:49,0,9232,355,When You Are Confused : Aaj Konse Topic Pe Video Banau 😅🤣🤣,
25-11-2019,11:51:09,0,20935,8859,"Follow the Steps :
1. Like This Post & Follow me @ManojSaru for More Giveaways
2. Do one Comment & Mention Your 3 Friends Simple
.
.
.",
22-11-2019,17:12:41,0,6364,140,🖤,
16-11-2019,12:10:19,0,6131,105,"Unconditional Love ❤️ .
.
.
.
.
.
.
#LoveDog #dogs #photography #Delhi #ManojSaru #TrueLove","#LoveDog, #dogs, #photography, #Delhi, #ManojSaru, #TrueLove"
04-11-2019,15:08:44,0,6531,124,Caption Kya Likhu No Idea 😅😅😅,
27-10-2019,14:35:49,9850,4677,86,#HappyDiwali Dosto Aap Sabhi Ko Yahi wish Karunga Aap logo k liye Hamesha Healthy Raho aur Khus ☺️raho Dhan Ki barast💰  hoti rahe Once Again Happy Diwali 😘💥💥💥🎇🎆,#HappyDiwali
26-10-2019,08:16:30,0,6626,105,"#iPhone11ProMax Wali Selfie 😅😂😅😂
Happy Diwali Guys 🎇🎆",#iPhone11ProMax
16-10-2019,16:42:54,10468,4708,96,The Best Camera is the one that is with You 📸  #delhigram #mobilephotography,"#delhigram, #mobilephotography"
14-10-2019,10:49:54,0,6350,80,Do anything but let it produce joy 😊☺️,
12-10-2019,16:36:54,0,5858,80,Hindi Mein👉 #NimbuPani English Mein #VirginMojito 😅😅😅,"#NimbuPani, #VirginMojito"
09-10-2019,09:08:37,11077,3041,46,Last Night @technoruhez  Vs Me ⚔️ #CODGame he challenged me and 😁🤭🤭 but Maja Aaya Bhai K Sath 1V1 khel k 😬😬,#CODGame
02-10-2019,14:38:20,10199,3270,66,"#CallofDutyMobileGame 🎮 First Impressions
Thodi Der Khela Lekin i Love it 😍😍 Amazing Graphics Sound 👌👌",#CallofDutyMobileGame
28-09-2019,12:14:44,15593,5073,78,"iPhone 11 Pro Max 🔥🔥 Full Video on Youtube Fun Vlog with @imabhi 😬

#iPhone #iPhone11 #iPhone11Pro #Tech #Smartphone","#iPhone, #iPhone11, #iPhone11Pro, #Tech, #Smartphone"
22-09-2019,15:20:19,16797,6042,237,"Aabra Ka Daabra 😬😜
Batao Kya Jaadu Dekhna Hai 😜 Kya Chahiye 🤔",
18-09-2019,14:55:27,14288,3346,74,"#MySquad Aaj Ka Game😅😅😅🤣🤣 Ise Kehte hai Apne Pair pe Kulhadi Marna 🤣😅 #MeraDostMahaan 🤣😅😅😂
.
.
.
.
.
.
.
#PUBG #funnyvideos","#MySquad, #MeraDostMahaan, #PUBG, #funnyvideos"
11-09-2019,10:11:03,15163,3312,80,"iPhone 11 Launched 📱 Whats Your Opinion Guys ?? .
.
.
.
.
.
#iphone #iphone11Pro #iPhone11 #Smartphone #Tech","#iphone, #iphone11Pro, #iPhone11, #Smartphone, #Tech"
08-09-2019,13:31:13,0,6278,115,"Indeed If you look good, you feel good 🖤Fav Pic 😬🔥",
01-09-2019,14:00:25,0,5218,60,Indeed : Better to see something once than hear about it a thousand times 😎,
26-08-2019,12:21:58,0,5918,106,Piche Dekho Piche To Dekho 😅🤣 @imabhi,
21-08-2019,10:16:33,0,5899,112,🖤📸,
19-08-2019,09:59:16,11947,3545,35,"Mobile Camera 📸 Mein Aperture Ka Matlab ? 📱.
.
.
.
.
.
#tech #Smartphone #Phone #Gadgets #technology #technologygyan #hacks","#tech, #Smartphone, #Phone, #Gadgets, #technology, #technologygyan, #hacks"
17-08-2019,13:13:03,11781,3322,55,"Samsung Galaxy Note 10 & Note 10+ Full Video on Youtube 📱 .
.
.
.
.
#Phone #smartphone #Tech #technology #gadgets","#Phone, #smartphone, #Tech, #technology, #gadgets"
13-08-2019,11:41:12,0,4569,42,📸 😛 Caption Kya Likhu 😬,
07-08-2019,12:40:16,0,4213,48,Clean shave 😬Philips OneBalde 3 in 1 Tool Style Trim & Shave 🔥🔥 @philips  #philipsoneblade #OneBlade,"#philipsoneblade, #OneBlade"
05-08-2019,14:47:22,0,5388,126,Random Click 🖤😬,
03-08-2019,10:02:21,0,5994,105,Bathroom Wali Selfie 😬😬 Aapne Try Kiya hai Kabhi 😅😅😬 ???,
30-07-2019,13:25:04,0,5348,70,Go outside & Explore 🔥,
